,No,Original_Name,Japanese_Name,Generation,Generation_Str,Height_m,Weight_kg,BMI,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution_Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Grubbin,736.0,Grubbin,Agojimushi,7.0,VII,0.4,4.4,27.5,Bug,,Swarm,,,Gray,50.0,50.0,0.0,15.0,Bug,,255.0,60.0,1000000.0,Ordinary,,,47.0,62.0,45.0,55.0,45.0,46.0,300.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Larva,3 stages evolution,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches."
Charjabug,737.0,Charjabug,Dendimushi,7.0,VII,0.5,10.5,42.0,Bug,Electric,Battery,,,Green,50.0,50.0,0.0,15.0,Bug,,120.0,140.0,1000000.0,Ordinary,,,57.0,82.0,95.0,55.0,75.0,36.0,400.0,66.66666666666667,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,Battery,3 stages evolution,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws."
Vikavolt,738.0,Vikavolt,Kuwagannon,7.0,VII,1.5,45.0,20.0,Bug,Electric,Levitate,,,Blue,50.0,50.0,0.0,15.0,Bug,,45.0,250.0,1000000.0,Ordinary,,,77.0,70.0,90.0,145.0,75.0,43.0,500.0,83.33333333333333,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,Stag Beetle,3 stages evolution,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams."
Crabrawler,739.0,Crabrawler,Makenkani,7.0,VII,0.6,7.0,19.4,Fighting,,Hyper Cutter,Iron Fist,Anger Point,Purple,50.0,50.0,0.0,20.0,Water3,,225.0,68.0,1000000.0,Ordinary,,,47.0,82.0,57.0,42.0,47.0,63.0,338.0,56.333333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Boxing,2 stages evolution,Crabrawler,Level up on top of Mount Lanakina,Crabominable,,,,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
Crabominable,740.0,Crabominable,Kekenkani,7.0,VII,1.7,180.0,62.3,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,White,50.0,50.0,0.0,20.0,Water3,,60.0,167.0,1000000.0,Ordinary,,,97.0,132.0,77.0,62.0,67.0,43.0,478.0,79.66666666666667,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,Woolly Crab,2 stages evolution,Crabrawler,Level up on top of Mount Lanakina,Crabominable,,,,,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
Oricorio(Sensu),741.0,Oricorio,,7.0,VII,0.6,3.4,,Ghost,Flying,Dancer,,,Purple,25.0,75.0,0.0,20.0,Flying,,45.0,167.0,1000000.0,Ordinary,,,75.0,70.0,70.0,98.0,70.0,93.0,476.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio(Pa'u),741.0,Oricorio,,7.0,VII,0.6,3.4,,Psychic,Flying,Dancer,,,Pink,25.0,75.0,0.0,20.0,Flying,,45.0,167.0,1000000.0,Ordinary,,,75.0,70.0,70.0,98.0,70.0,93.0,476.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio(Baile),741.0,Oricorio,,7.0,VII,0.6,3.4,,Fire,Flying,Dancer,,,Red,25.0,75.0,0.0,20.0,Flying,,45.0,167.0,1000000.0,Ordinary,,,75.0,70.0,70.0,98.0,70.0,93.0,476.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio(Pom-Pom),741.0,Oricorio,,7.0,VII,0.6,3.4,,Electric,Flying,Dancer,,,Yellow,25.0,75.0,0.0,20.0,Flying,,45.0,167.0,1000000.0,Ordinary,,,75.0,70.0,70.0,98.0,70.0,93.0,476.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutiefly,742.0,Cutiefly,Abuly,7.0,VII,0.1,0.2,20.0,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Yellow,50.0,50.0,0.0,20.0,Bug,Fairy,190.0,61.0,1000000.0,Ordinary,,,40.0,45.0,40.0,55.0,40.0,84.0,304.0,50.66666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,Bee Fly,2 stages evolution,Cutiefly,Level ,Ribombee,,,,,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen."
Ribombee,743.0,Ribombee,Aburibbon,7.0,VII,0.2,0.5,12.5,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Yellow,50.0,50.0,0.0,20.0,Bug,Fairy,75.0,162.0,1000000.0,Ordinary,,,60.0,55.0,60.0,95.0,70.0,124.0,464.0,77.33333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,Bee Fly,2 stages evolution,Cutiefly,Level ,Ribombee,,,,,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.
Rockruff,744.0,Rockruff,Iwanko,7.0,VII,0.5,9.2,36.8,Rock,,Keen Eye,Vital Spirit,Steadfast,Brown,50.0,50.0,0.0,15.0,Ground,,190.0,56.0,1000000.0,Ordinary,,,45.0,65.0,40.0,30.0,40.0,60.0,280.0,46.66666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Puppy,2 stages evolution with 3 forms,Rockruff,Level,Lycanroc,,,,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging."
Lycanroc(Dusk),745.0,Lycanroc,,7.0,VII,0.8,25.0,,Rock,,Tough Claws,,,Brown,50.0,50.0,0.0,15.0,Ground,,90.0,170.0,1000000.0,Ordinary,,,75.0,117.0,65.0,55.0,65.0,110.0,487.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc(Midday),745.0,Lycanroc,,7.0,VII,0.8,25.0,,Rock,,Keen Eye,Sand Rush,Steadfast,Brown,50.0,50.0,0.0,15.0,Ground,,90.0,170.0,1000000.0,Ordinary,,,75.0,115.0,65.0,55.0,65.0,112.0,487.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc(Midnight),745.0,Lycanroc,,7.0,VII,1.1,25.0,,Rock,,Keen Eye,Vital Spirit,No Guard,Red,50.0,50.0,0.0,15.0,Ground,,90.0,170.0,1000000.0,Ordinary,,,85.0,115.0,75.0,55.0,75.0,82.0,487.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wishiwashi(School),746.0,Wishiwashi,,7.0,VII,8.2,78.6,,Water,,Schooling,,,Blue,50.0,50.0,0.0,15.0,Water2,,60.0,217.0,800000.0,Ordinary,,,45.0,140.0,130.0,140.0,135.0,30.0,620.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wishiwashi(Solo),746.0,Wishiwashi,,7.0,VII,0.2,0.3,,Water,,Schooling,,,Blue,50.0,50.0,0.0,15.0,Water2,,60.0,61.0,800000.0,Ordinary,,,45.0,20.0,20.0,25.0,25.0,40.0,175.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareanie,747.0,Mareanie,Hidoide,7.0,VII,0.4,8.0,50.0,Poison,Water,Merciless,Limber,Regenerator,Blue,50.0,50.0,0.0,20.0,Water1,,190.0,61.0,1000000.0,Ordinary,,,50.0,53.0,62.0,43.0,52.0,45.0,305.0,50.833333333333336,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Brutal Star,2 stages evolution,Mareanie,Level ,Toxapex,,,,,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.
Toxapex,748.0,Toxapex,Dohidoide,7.0,VII,0.7,14.5,29.6,Poison,Water,Merciless,Limber,Regenerator,Blue,50.0,50.0,0.0,20.0,Water1,,75.0,173.0,1000000.0,Ordinary,,,50.0,63.0,152.0,53.0,142.0,35.0,495.0,82.5,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Brutal Star,2 stages evolution,Mareanie,Level ,Toxapex,,,,,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat."
Mudbray,749.0,Mudbray,Dorobanko,7.0,VII,1.0,110.0,110.0,Ground,,Own Tempo,Stamina,Inner Focus,Brown,50.0,50.0,0.0,20.0,Ground,,190.0,77.0,1000000.0,Ordinary,,,70.0,100.0,70.0,45.0,55.0,45.0,385.0,64.16666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Donkey,2 stages evolution,Mudbray,Level ,Mudsdale,,,,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.
Mudsdale,750.0,Mudsdale,Banbadoro,7.0,VII,2.5,920.0,147.2,Ground,,Own Tempo,Stamina,Inner Focus,Brown,50.0,50.0,0.0,20.0,Ground,,60.0,175.0,1000000.0,Ordinary,,,100.0,125.0,100.0,55.0,85.0,35.0,500.0,83.33333333333333,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Draft Horse,2 stages evolution,Mudbray,Level ,Mudsdale,,,,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.
Dewpider,751.0,Dewpider,Shizukumo,7.0,VII,0.3,4.0,44.4,Water,Bug,Water Bubble,,Water Absorb,Green,50.0,50.0,0.0,15.0,Water1,Bug,200.0,54.0,1000000.0,Ordinary,,,38.0,40.0,52.0,40.0,72.0,27.0,269.0,44.833333333333336,0.0,0.0,0.0,0.0,1.0,0.0,1 Special Defense,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,Water Bubble,2 stages evolution,Dewpider,Level ,Araquanid,,,,,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.
Araquanid,752.0,Araquanid,Onishizukumo,7.0,VII,1.8,82.0,25.3,Water,Bug,Water Bubble,,Water Absorb,Green,50.0,50.0,0.0,15.0,Water1,Bug,100.0,159.0,1000000.0,Ordinary,,,68.0,70.0,92.0,50.0,132.0,42.0,454.0,75.66666666666667,0.0,0.0,0.0,0.0,2.0,0.0,2 Special Defense,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,Water Bubble,2 stages evolution,Dewpider,Level ,Araquanid,,,,,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
Fomantis,753.0,Fomantis,Karikiri,7.0,VII,0.3,1.5,16.7,Grass,,Leaf Guard,,Contrary,Pink,50.0,50.0,0.0,20.0,Grass,,190.0,50.0,1000000.0,Ordinary,,,40.0,55.0,35.0,50.0,35.0,35.0,250.0,41.66666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Sickle Grass,2 stages evolution,Fomantis,Level in Daytime,Lurantis,,,,,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it."
Lurantis,754.0,Lurantis,Lalantes,7.0,VII,0.9,18.5,22.8,Grass,,Leaf Guard,,Contrary,Pink,50.0,50.0,0.0,20.0,Grass,,75.0,168.0,1000000.0,Ordinary,,,70.0,105.0,90.0,80.0,90.0,45.0,480.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Bloom Sickle,2 stages evolution,Fomantis,Level in Daytime,Lurantis,,,,,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors."
Morelull,755.0,Morelull,Nemasyu,7.0,VII,0.2,1.5,37.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Purple,50.0,50.0,0.0,20.0,Grass,,190.0,57.0,1000000.0,Ordinary,,,40.0,35.0,55.0,65.0,75.0,15.0,285.0,47.5,0.0,0.0,0.0,0.0,1.0,0.0,1 Special Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,Illuminating,2 stages evolution,Morelull,Level ,Shiinotic,,,,,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
Shiinotic,756.0,Shiinotic,Mashade,7.0,VII,1.0,11.5,11.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Purple,50.0,50.0,0.0,20.0,Grass,,75.0,142.0,1000000.0,Ordinary,,,60.0,45.0,80.0,90.0,100.0,30.0,405.0,67.5,0.0,0.0,0.0,0.0,2.0,0.0,2 Special Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,Illuminating,2 stages evolution,Morelull,Level ,Shiinotic,,,,,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips."
Salandit,757.0,Salandit,Yatoumori,7.0,VII,0.6,4.8,13.3,Poison,Fire,Corrosion,,Oblivious,Black,87.5,12.5,0.0,20.0,Monster,Dragon,120.0,64.0,1000000.0,Ordinary,,,48.0,44.0,40.0,71.0,40.0,77.0,320.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,Toxic Lizard,2 stages evolution,Salandit,Female at Level ,Salazzle,,,,,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.
Salazzle,758.0,Salazzle,Ennewt,7.0,VII,1.2,22.2,15.4,Poison,Fire,Corrosion,,Oblivious,Black,0.0,100.0,0.0,20.0,Monster,Dragon,45.0,168.0,1000000.0,Ordinary,,,68.0,64.0,60.0,111.0,60.0,117.0,480.0,80.0,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,Toxic Lizard,2 stages evolution,Salandit,Female at Level ,Salazzle,,,,,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.
Stufful,759.0,Stufful,Nuikoguma,7.0,VII,0.5,6.8,27.2,Normal,Fighting,Fluffy,Klutz,Cute Charm,Pink,50.0,50.0,0.0,15.0,Ground,,140.0,68.0,1000000.0,Ordinary,,,70.0,75.0,50.0,45.0,50.0,50.0,340.0,56.66666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,Flailing,2 stages evolution,Stufful,Level ,Bewear,,,,,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation."
Bewear,760.0,Bewear,Kiteruguma,7.0,VII,2.1,135.0,30.6,Normal,Fighting,Fluffy,Klutz,Unnerve,Pink,50.0,50.0,0.0,15.0,Ground,,70.0,175.0,1000000.0,Ordinary,,,120.0,125.0,80.0,55.0,60.0,60.0,500.0,83.33333333333333,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,Strong Arm,2 stages evolution,Stufful,Level ,Bewear,,,,,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones."
Bounsweet,761.0,Bounsweet,Amakaji,7.0,VII,0.3,3.2,35.6,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,0.0,100.0,0.0,20.0,Grass,,235.0,42.0,1058960.0,Ordinary,,,42.0,30.0,38.0,30.0,38.0,32.0,210.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1 HP,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Fruit,3 stages evolution,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
Steenee,762.0,Steenee,Amamaiko,7.0,VII,0.7,8.2,16.7,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,0.0,100.0,0.0,20.0,Grass,,120.0,102.0,1058960.0,Ordinary,,,52.0,40.0,48.0,40.0,48.0,62.0,290.0,48.333333333333336,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Fruit,3 stages evolution,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness."
Tsareena,763.0,Tsareena,Amajo,7.0,VII,1.2,21.4,14.9,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,Purple,0.0,100.0,0.0,20.0,Grass,,45.0,255.0,1058960.0,Ordinary,,,72.0,120.0,98.0,50.0,98.0,72.0,510.0,85.0,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Fruit,3 stages evolution,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
Comfey,764.0,Comfey,Cuwawa,7.0,VII,0.1,0.3,30.0,Fairy,,Flower Veil,Triage,Natural Cure,Green,25.0,75.0,0.0,20.0,Grass,,60.0,170.0,800000.0,Ordinary,,,51.0,52.0,90.0,82.0,110.0,100.0,485.0,80.83333333333333,0.0,0.0,0.0,0.0,2.0,0.0,2 Special Defense,50.0,Fast,20.0,Fast,800000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,Posy Picker,No evolution,Comfey,,,,,,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey."
Oranguru,765.0,Oranguru,Yareyuutan,7.0,VII,1.5,76.0,33.8,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,White,50.0,50.0,0.0,20.0,Ground,,45.0,172.0,1250000.0,Ordinary,,,90.0,60.0,80.0,90.0,110.0,60.0,490.0,81.66666666666667,0.0,0.0,0.0,0.0,2.0,0.0,2 Special Defense,50.0,Slow,20.0,Slow,1250000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,Sage,No evolution,Oranguru,,,,,,,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.
Passimian,766.0,Passimian,Nagetukesaru,7.0,VII,2.0,82.8,20.7,Fighting,,Receiver,,Defiant,White,50.0,50.0,0.0,20.0,Ground,,45.0,172.0,1250000.0,Ordinary,,,100.0,120.0,90.0,40.0,60.0,80.0,490.0,81.66666666666667,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Slow,20.0,Slow,1250000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Teamwork,No evolution,Passimian,,,,,,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries."
Wimpod,767.0,Wimpod,Kosokumushi,7.0,VII,0.5,12.0,48.0,Bug,Water,Wimp Out,,,Gray,50.0,50.0,0.0,20.0,Bug,Water3,90.0,46.0,1000000.0,Ordinary,,,25.0,35.0,40.0,20.0,30.0,80.0,230.0,38.333333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,Turn Tail,2 stages evolution,Wimpod,Level ,Golisopod,,,,,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean."
Golisopod,768.0,Golisopod,Gusokumusha,7.0,VII,2.0,108.0,27.0,Bug,Water,Emergency Exit,,,Gray,50.0,50.0,0.0,20.0,Bug,Water3,45.0,186.0,1000000.0,Ordinary,,,75.0,125.0,140.0,60.0,90.0,40.0,530.0,88.33333333333333,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,Hard Scale,2 stages evolution,Wimpod,Level ,Golisopod,,,,,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs."
