,No,Original_Name,Japanese_Name,Generation,Height_m,Weight_kg,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution _Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Mega Evolution,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,BMI,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Inkay,686,Inkay,Maaiika,6,0.4,3.5,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,50,50,0,20,Water1,Water2,190,58,1000000,Ordinary,,,53,54,53,37,46,45,288,48.0,0,1,0,0,0,0,1 Attack,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,21.9,Revolving,2 stages evolution,Inkay,Level 30 while holding Nintendo Switch upside-down (Handheld mode only),Malamar,,,,,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.
Malamar,687,Malamar,Calamanero,6,1.5,47.0,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,50,50,0,20,Water1,Water2,80,169,1000000,Ordinary,,,86,92,88,68,75,73,482,80.3,0,2,0,0,0,0,2 Attack,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,20.9,Overturning,2 stages evolution,Inkay,Level 30 while holding Nintendo Switch upside-down (Handheld mode only),Malamar,,,,,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control."
Binacle,688,Binacle,Kametete,6,0.5,31.0,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,50,50,0,20,Water3,,120,61,1000000,Ordinary,,,42,52,67,39,56,50,306,51.0,0,1,0,0,0,0,1 Attack,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,124,Two-Handed,2 stages evolution,Binacle,Level ,Barbaracle,,,,,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide."
Barbaracle,689,Barbaracle,Gamenodes,6,1.3,96.0,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,50,50,0,20,Water3,,45,175,1000000,Ordinary,,,72,105,115,54,86,68,500,83.3,0,2,0,0,0,0,2 Attack,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,56.8,Collective,2 stages evolution,Binacle,Level ,Barbaracle,,,,,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.
Skrelp,690,Skrelp,Kuzumo,6,0.5,7.3,Poison,Water,Poison Point,Poison Touch,Adaptability,Brown,50,50,0,20,Water1,Dragon,225,64,1000000,Ordinary,,,50,60,60,60,60,30,320,53.3,0,0,0,0,1,0,1 Special Defense,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,29.2,Mock Kelp,2 stages evolution,Skrelp,Level ,Dragalge,,,,,"It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead."
Dragalge,691,Dragalge,Dramidoro,6,1.8,81.5,Poison,Dragon,Poison Point,Poison Touch,Adaptability,Brown,50,50,0,20,Water1,Dragon,55,173,1000000,Ordinary,,,65,75,90,97,123,44,494,82.3,0,0,0,0,2,0,2 Special Defense,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,25.2,Mock Kelp,2 stages evolution,Skrelp,Level ,Dragalge,,,,,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.
Clauncher,692,Clauncher,Udeppou,6,0.5,8.3,Water,,Mega Launcher,,,Blue,50,50,0,15,Water1,Water3,225,66,1250000,Ordinary,,,50,53,62,58,63,44,330,55.0,0,0,0,1,0,0,1 Special Attack,50,Slow,15,Slow,1250000,0,0,0,0,0,0,0,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,33.2,Water Gun,2 stages evolution,Clauncher,Level ,Clawitzer,,,,,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar."
Clawitzer,693,Clawitzer,Bloster,6,1.3,35.3,Water,,Mega Launcher,,,Blue,50,50,0,15,Water1,Water3,55,100,1250000,Ordinary,,,71,73,88,120,89,59,500,83.3,0,0,0,2,0,0,2 Special Attack,50,Slow,15,Slow,1250000,1,0,0,0,0,0,0,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,20.9,Howitzer,2 stages evolution,Clauncher,Level ,Clawitzer,,,,,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target."
Helioptile,694,Helioptile,Erikiteru,6,0.5,6.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,50,50,0,20,Monster,Dragon,190,58,1000000,Ordinary,,,44,38,33,61,43,70,289,48.2,0,0,0,0,0,1,1 Speed,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,24,Generator,2 stages evolution,Helioptile,Use Sun Stone,Heliolisk,,,,,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves."
Heliolisk,695,Heliolisk,Elezard,6,1.0,21.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,50,50,0,20,Monster,Dragon,75,168,1000000,Ordinary,,,62,55,52,109,94,109,481,80.2,0,0,0,1,0,1,"1 Special Attack, 1 Speed",50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,21,Generator,2 stages evolution,Helioptile,Use Sun Stone,Heliolisk,,,,,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them."
Tyrunt,696,Tyrunt,Chigoras,6,0.8,26.0,Rock,Dragon,Strong Jaw,,Sturdy,Brown,87.5,12.5,0,30,Monster,Dragon,45,72,1000000,Ordinary,,,58,89,77,45,45,48,362,60.3,0,1,0,0,0,0,1 Attack,50,Medium Fast,30,Medium Fast,1000000,0,0,0,0,0,0,0,,,,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,40.6,Royal Heir,2 stages evolution,Tyrunt,Level in Daytime,Tyrantrum,,,,,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws."
Tyrantrum,697,Tyrantrum,Gachigoras,6,2.5,270.0,Rock,Dragon,Strong Jaw,,Rock Head,Red,87.5,12.5,0,30,Monster,Dragon,45,182,1000000,Ordinary,,,82,121,119,69,59,71,521,86.8,0,2,0,0,0,0,2 Attack,50,Medium Fast,30,Medium Fast,1000000,1,0,0,0,0,0,0,,,,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,43.2,Despot,2 stages evolution,Tyrunt,Level in Daytime,Tyrantrum,,,,,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent."
Amaura,698,Amaura,Amarus,6,1.3,25.2,Rock,Ice,Refrigerate,,Snow Warning,Blue,87.5,12.5,0,30,Monster,,45,72,1000000,Ordinary,,,77,59,50,67,63,46,362,60.3,1,0,0,0,0,0,1 HP,50,Medium Fast,30,Medium Fast,1000000,0,0,0,0,0,0,0,,,,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,14.9,Tundra,2 stages evolution,Amaura,Level in Night,Aurorus,,,,,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators."
Aurorus,699,Aurorus,Amaruruga,6,2.7,225.0,Rock,Ice,Refrigerate,,Snow Warning,Blue,87.5,12.5,0,30,Monster,,45,104,1000000,Ordinary,,,123,77,72,99,92,58,521,86.8,2,0,0,0,0,0,2 HP,50,Medium Fast,30,Medium Fast,1000000,1,0,0,0,0,0,0,,,,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,30.9,Tundra,2 stages evolution,Amaura,Level in Night,Aurorus,,,,,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky."
Sylveon,700,Sylveon,Nymphia,6,1.0,23.5,Fairy,,Cute Charm,,Pixilate,Pink,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,95,65,65,110,130,60,525,87.5,0,0,0,0,2,0,2 Special Defense,50,Medium Fast,35,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,23.5,Intertwining,2 stages evolution with 8 forms,Eevee,,,,,,,"By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict."
Hawlucha,701,Hawlucha,Luchabull,6,0.8,21.5,Fighting,Flying,Limber,Unburden,Mold Breaker,Green,50,50,0,20,Flying,Human-Like,100,175,1000000,Ordinary,,,78,92,75,74,63,118,500,83.3,0,2,0,0,0,0,2 Attack,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2,33.6,Wrestling,No evolution,Hawlucha,,,,,,,"It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move."
Dedenne,702,Dedenne,Dedenne,6,0.2,2.2,Electric,Fairy,Cheek Pouch,Pickup,Plus,Yellow,50,50,0,20,Ground,Fairy,180,151,1000000,Ordinary,,,67,58,57,81,67,101,431,71.8,0,0,0,0,0,2,2 Speed,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,55,Antenna,No evolution,Dedenne,,,,,,,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.
Carbink,703,Carbink,Melecie,6,0.3,5.7,Rock,Fairy,Clear Body,,Sturdy,Gray,0,0,100,25,Fairy,Mineral,60,100,1250000,Ordinary,,,50,50,150,50,150,50,500,83.3,0,0,1,0,1,0,"1 Defense, 1 Special Defense",50,Slow,25,Slow,1250000,1,0,0,0,0,0,0,,,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,63.3,Jewel,No evolution,Carbink,,,,,,,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body."
Goomy,704,Goomy,Numera,6,0.3,2.8,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,45,50,35,55,75,40,300,50.0,0,0,0,0,1,0,1 Special Defense,35,Slow,40,Slow,1250000,0,0,0,0,0,0,0,,,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,31.1,Soft Tissue,3 stages evolution,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon."
Sliggoo,705,Sliggoo,Numeil,6,0.8,17.5,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,158,1250000,Ordinary,,,68,75,53,83,113,60,452,75.3,0,0,0,0,2,0,2 Special Defense,35,Slow,40,Slow,1250000,0,0,0,0,0,0,0,,,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,27.3,Soft Tissue,3 stages evolution,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it."
Goodra,706,Goodra,Numelgon,6,2.0,150.5,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,90,100,70,110,150,80,600,100.0,0,0,0,0,3,0,3 Special Defense,35,Slow,40,Slow,1250000,1,0,0,0,0,0,0,,,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,37.6,Dragon,3 stages evolution,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable."
Klefki,707,Klefki,Cleffy,6,0.2,3.0,Steel,Fairy,Prankster,,Magician,Gray,50,50,0,20,Mineral,,75,165,800000,Ordinary,,,57,80,91,80,87,75,470,78.3,0,0,1,0,0,0,1 Defense,50,Fast,20,Fast,800000,1,0,0,0,0,0,0,,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,75,Key Ring,No evolution,Klefki,,,,,,,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what."
Phantump,708,Phantump,Bokurei,6,0.4,7.0,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,50,50,0,20,Grass,Amorphous,120,62,1000000,Ordinary,,,43,70,48,50,60,38,309,51.5,0,1,0,0,0,0,1 Attack,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,43.8,Stump,2 stages evolution,Phantump,Trade,Trevenant,,,,,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon."
Trevenant,709,Trevenant,Ohrot,6,1.5,71.0,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,50,50,0,20,Grass,Amorphous,60,166,1000000,Ordinary,,,85,110,76,65,82,56,474,79.0,0,2,0,0,0,0,2 Attack,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,31.6,Elder Tree,2 stages evolution,Phantump,Trade,Trevenant,,,,,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind."
Pumpkaboo (Average Size),710,Pumpkaboo,,6,0.4,5.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,49,66,70,44,55,51,335,55.8,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo (Small Size),710,Pumpkaboo,,6,0.3,3.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,44,66,70,44,55,56,335,55.8,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo (Large Size),710,Pumpkaboo,,6,0.5,7.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,54,66,70,44,55,46,335,55.8,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo (Super Size),710,Pumpkaboo,,6,0.8,15.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,120,67,1000000,Ordinary,,,59,66,70,44,55,41,335,55.8,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Super Size),711,Gourgeist,,6,1.7,39.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,60,173,1000000,Ordinary,,,85,100,122,58,75,54,494,82.3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Average Size),711,Gourgeist,,6,0.9,12.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,60,173,1000000,Ordinary,,,65,90,122,58,75,84,494,82.3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Large Size),711,Gourgeist,,6,1.1,14.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,60,173,1000000,Ordinary,,,75,95,122,58,75,69,494,82.3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Small Size),711,Gourgeist,,6,0.7,9.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50,50,0,20,Amorphous,,60,173,1000000,Ordinary,,,55,85,122,58,75,99,494,82.3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergmite,712,Bergmite,Kachikohru,6,1.0,99.5,Ice,,Own Tempo,Ice Body,Sturdy,Blue,50,50,0,20,Monster,Mineral,190,61,1000000,Ordinary,,,55,69,85,32,35,28,304,50.7,0,0,1,0,0,0,1 Defense,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,99.5,Ice Chunk,2 stages evolution,Bergmite,Level ,Avalugg,,,,,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor."
Avalugg,713,Avalugg,Crebase,6,2.0,505.0,Ice,,Own Tempo,Ice Body,Sturdy,Blue,50,50,0,20,Monster,Mineral,55,180,1000000,Ordinary,,,95,117,184,44,46,28,514,85.7,0,0,2,0,0,0,2 Defense,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,126.3,Iceberg,2 stages evolution,Bergmite,Level ,Avalugg,,,,,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs."
Noibat,714,Noibat,Onbat,6,0.5,8.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,Purple,50,50,0,20,Flying,Dragon,190,49,1000000,Ordinary,,,40,30,35,45,40,55,245,40.8,0,0,0,0,0,1,1 Speed,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,32,Sound Wave,2 stages evolution,Noibat,Level ,Noivern,,,,,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit."
Noivern,715,Noivern,Onvern,6,1.5,85.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,Purple,50,50,0,20,Flying,Dragon,45,187,1000000,Ordinary,,,85,70,80,97,80,123,535,89.2,0,0,0,0,0,2,2 Speed,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,37.8,Sound Wave,2 stages evolution,Noibat,Level ,Noivern,,,,,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark."
Xerneas,716,Xerneas,Xerneas,6,3.0,215.0,Fairy,,Fairy Aura,,,Blue,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,126,131,95,131,98,99,680,113.3,3,0,0,0,0,0,3 HP,0,Slow,120,Slow,1250000,1,1,0,0,0,0,0,,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,23.9,Life,No evolution,Xerneas,,,,,,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
Yveltal,717,Yveltal,Yveltal,6,5.8,203.0,Dark,Flying,Dark Aura,,,Red,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,126,131,95,131,98,99,680,113.3,3,0,0,0,0,0,3 HP,0,Slow,120,Slow,1250000,1,1,0,0,0,0,0,,,,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,6,Destruction,No evolution,Yveltal,,,,,,,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
Zygarde (10% Forme),718,Zygarde,,6,1.2,33.5,Dragon,Ground,Aura Break,,,Black,0,0,100,120,Undiscovered,,3,243,1250000,Legendary,,,54,100,71,61,85,115,486,81.0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygarde (Complete),718,Zygarde,,6,4.5,610.0,Dragon,Ground,Power Construct,,,Black,0,0,100,120,Undiscovered,,3,354,1250000,Legendary,,,216,100,121,91,95,85,708,118.0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygarde (50% Forme),718,Zygarde,,6,5.0,305.0,Dragon,Ground,Aura Break,,,Green,0,0,100,120,Undiscovered,,3,300,1250000,Legendary,,,108,100,121,81,95,95,600,100.0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diancie,719,Diancie,Diancie,6,0.7,8.8,Rock,Fairy,Clear Body,,,Pink,0,0,100,25,Undiscovered,,3,300,1250000,Mythical,,,50,100,150,100,150,50,600,100.0,0,0,1,0,2,0,"1 Defense, 2 Special Defense",50,Slow,25,Slow,1250000,1,1,0,1,0,0,0,,Mega Diancie,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,18,Jewel,No evolution,Diancie,,,,,,,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
Diancie (Mega EV),719,Diancie,,6,1.1,27.8,Rock,Fairy,Magic Bounce,,,Pink,0,0,100,25,Undiscovered,,3,315,1250000,Mythical,Mega,,50,160,110,160,110,110,700,116.7,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoopa (Comfined),720,Hoopa,,6,0.5,9.0,Psychic,Ghost,Magician,,,Purple,0,0,100,120,Undiscovered,,3,270,1250000,Mythical,,,80,110,60,150,130,70,600,100.0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoopa (Inbound),720,Hoopa,,6,6.5,490.0,Psychic,Dark,Magician,,,Purple,0,0,100,120,Undiscovered,,3,306,1250000,Mythical,,,80,160,60,170,130,80,680,113.3,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,721,Volcanion,Volcanion,6,1.7,195.0,Fire,Water,Water Absorb,,,Brown,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,80,110,120,130,90,70,600,100.0,0,0,0,3,0,0,3 Special Attack,100,Slow,120,Slow,1250000,1,1,0,1,0,0,0,,,,1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5,67.5,Steam,No evolution,Volcanion,,,,,,,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
Rowlet,722,Rowlet,Mokuroh,7,0.3,1.5,Grass,Flying,Overgrow,,Long Reach,Brown,87.5,12.5,0,15,Flying,,45,64,1058960,Ordinary,,,68,55,55,50,50,42,320,53.3,1,0,0,0,0,0,1 HP,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,16.7,Grass Quill,3 stages evolution,Rowlet,Level ,Dartrix,Level ,Decidueye,,,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable."
Dartrix,723,Dartrix,Fukuthrow,7,0.7,16.0,Grass,Flying,Overgrow,,Long Reach,Brown,87.5,12.5,0,15,Flying,,45,147,1058960,Ordinary,,,78,75,75,70,70,52,420,70.0,2,0,0,0,0,0,2 HP,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,32.7,Blade Quill,3 stages evolution,Rowlet,Level ,Dartrix,Level ,Decidueye,,,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you."
Decidueye,724,Decidueye,Junaiper,7,1.6,36.6,Grass,Ghost,Overgrow,,Long Reach,Brown,87.5,12.5,0,15,Flying,,45,265,1058960,Ordinary,,,78,107,75,100,100,70,530,88.3,0,3,0,0,0,0,3 Attack,50,Medium Slow,15,Medium Slow,1059860,1,0,0,0,0,0,0,,,,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,14.3,Arrow Quill,3 stages evolution,Rowlet,Level ,Dartrix,Level ,Decidueye,,,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus."
Litten,725,Litten,Nyabby,7,0.4,4.3,Fire,,Blaze,,Intimidate,Red,87.5,12.5,0,15,Ground,,45,64,1058960,Ordinary,,,45,65,40,60,40,70,320,53.3,0,0,0,0,0,1,1 Speed,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,26.9,Fire Cat,3 stages evolution,Litten,Level ,Torracat,Level ,Incineroar,,,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no."
Torracat,726,Torracat,Nyaheat,7,0.7,25.0,Fire,,Blaze,,Intimidate,Red,87.5,12.5,0,15,Ground,,45,147,1058960,Ordinary,,,65,85,50,80,50,90,420,70.0,0,0,0,0,0,2,2 Speed,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,51,Fire Cat,3 stages evolution,Litten,Level ,Torracat,Level ,Incineroar,,,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches."
Incineroar,727,Incineroar,Gaogaen,7,1.8,83.0,Fire,Dark,Blaze,,Intimidate,Red,87.5,12.5,0,15,Ground,,45,265,1058960,Ordinary,,,95,115,90,80,90,60,530,88.3,0,3,0,0,0,0,3 Attack,50,Medium Slow,15,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,25.6,Heel,3 stages evolution,Litten,Level ,Torracat,Level ,Incineroar,,,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
